"year","district","discode","total_salary","avg_salary","n_FTE"
1998,"Orange","02230000",2636072,35289,74.7
1998,"Orleans","02240000",1177718,43458,27.1
1998,"Oxford","02260000",5243084,44622,117.5
1998,"Palmer","02270000",5116732,38128,134.2
1998,"Pathfinder Regional Vocational Technical","08600000",3268703,44172,74
1998,"Peabody","02290000",17956559,44098,407.2
1998,"Pelham","02300000",425914,41756,10.2
1998,"Pembroke","02310000",5117064,46183,110.8
1998,"Pentucket","07450000",9017079,39775,226.7
1998,"Petersham","02340000",242670,31930,7.6
1998,"Pioneer Valley","07500000",2914722,30080,96.9
1998,"Pittsfield","02360000",21038933,42247,498
1998,"Plainville","02380000",1760861,46096,38.2
1998,"Plymouth","02390000",27274887,46800,582.8
1998,"Plympton","02400000",768118,42204,18.2
1998,"Provincetown","02420000",1875834,33378,56.2
1998,"Quabbin","07530000",7934751,41630,190.6
1998,"Quaboag Regional","07780000",4192574,38570,108.7
1998,"Quincy","02430000",28554473,47702,598.6
1998,"Ralph C Mahar","07550000",2474305,41376,59.8
1998,"Randolph","02440000",11731153,42032,279.1
1998,"Reading","02460000",11593783,42781,271
1998,"Revere","02480000",17471201,45856,381
1998,"Richmond","02490000",793089,43103,18.4
1998,"Rochester","02500000",1330606,46202,28.8
1998,"Rockland","02510000",7406746,47237,156.8
1998,"Rockport","02520000",3401722,41586,81.8
1998,"Rowe","02530000",188462,23124,8.2
1998,"Salem","02580000",14964814,42477,352.3
1998,"Sandwich","02610000",10049868,41962,239.5
1998,"Saugus","02620000",10320971,42473,243
1998,"Savoy","02630000",154508,36788,4.2
1998,"Scituate","02640000",8635490,46056,187.5
1998,"Seekonk","02650000",6400361,44324,144.4
1998,"Sharon","02660000",8974702,40390,222.2
1998,"Shawsheen Valley Regional Vocational Technical","08710000",6034715,53405,113
1998,"Sherborn","02690000",1448120,50195,28.9
1998,"Shirley","02700000",1852761,37279,49.7
1998,"Shrewsbury","02710000",12001391,45546,263.5
1998,"Shutesbury","02720000",597916,37843,15.8
1998,"Silver Lake","07600000",9261370,48236,192
1998,"Somerset","02730000",9562212,45752,209
1998,"Somerville","02740000",20929199,41370,505.9
1998,"South Hadley","02780000",6475396,39460,164.1
1998,"South Middlesex Regional Vocational Technical","08290000",4585681,55249,83
1998,"South Shore Regional Vocational Technical","08730000",2730371,48670,56.1
1998,"Southampton","02750000",1257621,41233,30.5
1998,"Southborough","02760000",3666767,46740,78.5
1998,"Southbridge","02770000",8453571,41439,204
1998,"Southeastern Regional Vocational Technical","08720000",4050955,42642,95
1998,"Southern Berkshire","07650000",3508721,46046,76.2
1998,"Southern Worcester County Regional Vocational Technical","08760000",4293049,43807,98
1998,"Southwick-Tolland-Granville Regional School District","07660000",5405766,41905,129
1998,"Spencer-E Brookfield","07670000",6613363,47070,140.5
1998,"Springfield","02810000",81798921,41726,1960.4
1998,"Stoneham","02840000",8154337,46226,176.4
1998,"Stoughton","02850000",12332523,44960,274.3
1998,"Sturbridge","02870000",3085045,48054,64.2
1998,"Sudbury","02880000",8044718,49203,163.5
1998,"Sunderland","02890000",783077,40999,19.1
1998,"Sutton","02900000",3694590,41984,88
1998,"Swampscott","02910000",7183309,43827,163.9
1998,"Swansea","02920000",6199574,38991,159
1998,"Tantasqua","07700000",5600217,45780,122.3
1998,"Taunton","02930000",19842838,45303,438
1998,"Tewksbury","02950000",11573898,45140,256.4
1998,"Tisbury","02960000",1530935,45700,33.5
1998,"Topsfield","02980000",1933793,43456,44.5
1998,"Tri County Regional Vocational Technical","08780000",3792491,47644,79.6
1998,"Triton","07730000",9328829,45110,206.8
1998,"Truro","03000000",526690,28624,18.4
1998,"Tyngsborough","03010000",4878077,39435,123.7
1998,"Up-Island Regional","07740000",1845651,42429,43.5
1998,"Upper Cape Cod Regional Vocational Technical","08790000",2034770,37335,54.5
1998,"Uxbridge","03040000",4764072,39050,122
1998,"Wachusett","07750000",19585631,47630,411.2
1998,"Wakefield","03050000",10916771,45148,241.8
1998,"Wales","03060000",415803,33000,12.6
1998,"Walpole","03070000",9476398,37545,252.4
1998,"Waltham","03080000",20773928,44666,465.1
1998,"Ware","03090000",3465450,40722,85.1
1998,"Wareham","03100000",9437157,42994,219.5
1998,"Watertown","03140000",10251333,50524,202.9
1998,"Wayland","03150000",9760304,56664,172.3
1998,"Webster","03160000",5899393,42780,137.9
1998,"Wellesley","03170000",12993100,49935,260.2
1998,"Wellfleet","03180000",734986,41761,17.6
1998,"West Boylston","03220000",3079521,34028,90.5
1998,"West Bridgewater","03230000",3263445,42055,77.6
1998,"West Springfield","03320000",10571688,38248,276.4
1998,"Westborough","03210000",10331430,47111,219.3
1998,"Westfield","03250000",18666266,40074,465.8
1998,"Westford","03260000",11026628,45754,241
1998,"Westhampton","03270000",406875,47868,8.5
1998,"Weston","03300000",7742051,47879,161.7
1998,"Westport","03310000",4777663,42734,111.8
1998,"Westwood","03350000",8644302,48292,179
1998,"Weymouth","03360000",20837320,46720,446
1998,"Whately","03370000",361702,39061,9.3
1998,"Whitman-Hanson","07800000",12796190,45996,278.2
1998,"Whittier Regional Vocational Technical","08850000",4608747,43479,106
1998,"Williamsburg","03400000",696871,35737,19.5
1998,"Williamstown","03410000",1598446,42739,37.4
1998,"Wilmington","03420000",10080134,47683,211.4
1998,"Winchendon","03430000",5098643,34922,146
1998,"Winchester","03440000",11038329,49169,224.5
1998,"Winthrop","03460000",6698155,38495,174
1998,"Woburn","03470000",16745211,48664,344.1
1998,"Worcester","03480000",76130390,41488,1835
1998,"Worcester Trade","04080000",5648456,44129,128
1998,"Wrentham","03500000",2994060,43267,69.2
1998,"State Totals","00000000",2916605301,44051,66210
1999,"Abington","00010000",6217048,43690,142.3
1999,"Acton","00020000",6689135,50370,132.8
1999,"Acton-Boxborough","06000000",6133962,45708,134.2
1999,"Acushnet","00030000",2475816,37512,66
1999,"Adams-Cheshire","06030000",5768846,40061,144
1999,"Agawam","00050000",12231283,43251,282.8
1999,"Amesbury","00070000",8369175,40470,206.8
1999,"Amherst","00080000",6379963,45965,138.8
1999,"Amherst-Pelham","06050000",6734800,43089,156.3
1999,"Andover","00090000",19103645,47380,403.2
1999,"Arlington","00100000",13650495,44770,304.9
1999,"Ashburnham-Westminster","06100000",6282523,37620,167
1999,"Ashland","00140000",6751711,43644,154.7
1999,"Assabet Valley Regional Vocational Technical","08010000",4704344,51982,90.5
1999,"Athol-Royalston","06150000",6810039,40657,167.5
1999,"Attleboro","00160000",18736868,39281,477
1999,"Auburn","00170000",7462063,45836,162.8
1999,"Avon","00180000",1837091,30618,60
1999,"Ayer","00190000",4434298,42231,105
1999,"Barnstable","00200000",20339038,40516,502
1999,"Bedford","00230000",8300277,49377,168.1
1999,"Belchertown","00240000",5588562,38595,144.8
1999,"Bellingham","00250000",7160087,46135,155.2
1999,"Belmont","00260000",11556566,50598,228.4
1999,"Berkley","00270000",2490108,43917,56.7
1999,"Berkshire Hills","06180000",6032294,41891,144
1999,"Berlin","00280000",761444,37326,20.4
1999,"Berlin-Boylston","06200000",1288195,37667,34.2
1999,"Beverly","00300000",14570963,44074,330.6
1999,"Billerica","00310000",20446693,38499,531.1
1999,"Blackstone-Millville","06220000",7330357,42793,171.3
1999,"Blackstone Valley Regional Vocational Technical","08050000",3415850,37954,90
1999,"Blue Hills Regional Vocational Technical","08060000",4358634,53810,81
1999,"Boston","00350000",242129859,52200,4638.5
1999,"Bourne","00360000",6751633,43419,155.5
1999,"Boxborough","00370000",1387953,43374,32
1999,"Boxford","00380000",2816334,43328,65
1999,"Boylston","00390000",1051976,43114,24.4
1999,"Braintree","00400000",16676194,48295,345.3
1999,"Brewster","00410000",2309411,44242,52.2
1999,"Bridgewater-Raynham","06250000",16239811,51197,317.2
1999,"Brimfield","00430000",1006596,40426,24.9
1999,"Bristol County Agricultural","09100000",1399029,45130,31
1999,"Bristol-Plymouth Regional Vocational Technical","08100000",3273067,44231,74
1999,"Brockton","00440000",47095363,46833,1005.6
1999,"Brookfield","00450000",1096650,39878,27.5
1999,"Brookline","00460000",22810722,49096,464.6
1999,"Burlington","00480000",14280101,51758,275.9
1999,"Cambridge","00490000",36069786,53177,678.3
1999,"Canton","00500000",9132253,46427,196.7
1999,"Cape Cod Regional Vocational Technical","08150000",2781096,44215,62.9
1999,"Carlisle","00510000",2913681,50323,57.9
1999,"Carver","00520000",6411092,41712,153.7
1999,"Central Berkshire","06350000",7693282,48325,159.2
1999,"Chatham","00550000",2928810,46786,62.6
1999,"Chelmsford","00560000",17644459,49535,356.2
1999,"Chelsea","00570000",14804595,32272,458.8
1999,"Chesterfield-Goshen","06320000",475706,34723,13.7
1999,"Chicopee","00610000",25140535,38618,651
1999,"Clarksburg","00630000",647936,42349,15.3
1999,"Clinton","00640000",6332971,38312,165.3
1999,"Cohasset","00650000",4368046,48534,90
1999,"Concord","00670000",7297995,56442,129.3
1999,"Concord-Carlisle","06400000",3979675,59665,66.7
1999,"Conway","00680000",554756,39484,14.1
1999,"Danvers","00710000",11812123,46855,252.1
1999,"Dartmouth","00720000",11757612,37009,317.7
1999,"Dedham","00730000",10068276,45765,220
1999,"Deerfield","00740000",1361114,40874,33.3
1999,"Dennis-Yarmouth","06450000",14226280,45336,313.8
1999,"Dighton-Rehoboth","06500000",8579152,40411,212.3
1999,"Douglas","00770000",3341749,40753,82
1999,"Dover","00780000",1689567,48136,35.1
1999,"Dover-Sherborn","06550000",4425494,55527,79.7
1999,"Dracut","00790000",10634331,43583,244
1999,"Dudley-Charlton Reg","06580000",10106525,43283,233.5
1999,"Duxbury","00820000",9712930,51249,189.5
1999,"East Bridgewater","00830000",6950783,48269,144
1999,"East Longmeadow","00870000",7336294,43653,168.1
1999,"Eastham","00850000",1079094,45724,23.6
1999,"Easthampton","00860000",5278318,40015,131.9
1999,"Easton","00880000",10133570,45853,221
1999,"Edgartown","00890000",1632053,44960,36.3
1999,"Erving","00910000",641267,44286,14.5
1999,"Essex","00920000",1183010,42100,28.1
1999,"Essex County","09130000",3171003,43438,73
1999,"Everett","00930000",15882200,47198,336.5
1999,"Fairhaven","00940000",6043634,41310,146.3
1999,"Fall River","00950000",37688231,42110,895
1999,"Falmouth","00960000",15354043,50791,302.3
1999,"Farmington River Reg","06620000",637886,36451,17.5
1999,"Fitchburg","00970000",17330224,44735,387.4
1999,"Florida","00980000",384076,30006,12.8
1999,"Foxborough","00990000",8884268,45537,195.1
1999,"Framingham","01000000",28699932,45508,630.7
1999,"Franklin","01010000",15629969,41024,381
1999,"Franklin County Regional Vocational Technical","08180000",2404668,43094,55.8
1999,"Freetown","01020000",1107434,40417,27.4
1999,"Freetown-Lakeville","06650000",5479672,44550,123
1999,"Frontier","06700000",2098345,38502,54.5
1999,"Gardner","01030000",7905423,42845,184.5
1999,"Gateway","06720000",4738887,37835,125.3
1999,"Georgetown","01050000",3842254,38850,98.9
1999,"Gill-Montague","06740000",4984797,36870,135.2
1999,"Gloucester","01070000",12559413,42089,298.4
1999,"Grafton","01100000",6264647,42016,149.1
1999,"Granby","01110000",2831585,36631,77.3
1999,"Granville","01120000",700070,34829,20.1
1999,"Greater Fall River Regional Vocational Technical","08210000",4560453,42423,107.5
1999,"Greater Lawrence Regional Vocational Technical","08230000",6440219,47009,137
1999,"Greater Lowell Regional Vocational Technical","08280000",8007749,51005,157
1999,"Greater New Bedford Regional Vocational Technical","08250000",8100878,45768,177
1999,"Greenfield","01140000",6545014,37706,173.6
1999,"Groton-Dunstable","06730000",6458359,41294,156.4
1999,"Hadley","01170000",1550894,36578,42.4
1999,"Halifax","01180000",1900049,40001,47.5
1999,"Hamilton-Wenham","06750000",6758848,34957,193.4
1999,"Hampden-Wilbraham","06800000",10211049,43568,234.4
1999,"Hampshire","06830000",2489857,38305,65
1999,"Hancock","01210000",236182,53678,4.4
1999,"Hanover","01220000",8284732,46543,178
1999,"Harvard","01250000",3339573,40976,81.5
1999,"Harwich","01260000",5015074,38834,129.1
1999,"Hatfield","01270000",1421238,29609,48
1999,"Haverhill","01280000",24677378,48568,508.1
1999,"Hawlemont","06850000",367115,33742,10.9
1999,"Hingham","01310000",11896053,51857,229.4
1999,"Holbrook","01330000",4114386,47731,86.2
1999,"Holland","01350000",831251,44452,18.7
1999,"Holliston","01360000",9214221,41264,223.3
1999,"Holyoke","01370000",26263156,44140,595
1999,"Hopedale","01380000",3552275,45718,77.7
1999,"Hopkinton","01390000",8134629,48478,167.8
1999,"Hudson","01410000",9375023,45889,204.3
1999,"Hull","01420000",4514732,40857,110.5
1999,"Ipswich","01440000",5854285,44083,132.8
1999,"King Philip","06900000",5327063,46934,113.5
1999,"Kingston","01450000",2924289,44375,65.9
1999,"Lakeville","01460000",1517833,43367,35
1999,"Lanesborough","01480000",1011174,48614,20.8
1999,"Lawrence","01490000",38849804,44835,866.5
1999,"Lee","01500000",3078725,42348,72.7
1999,"Leicester","01510000",5137616,43083,119.3
1999,"Lenox","01520000",3029124,44111,68.7
1999,"Leominster","01530000",15939258,38408,415
1999,"Leverett","01540000",542109,33882,16
1999,"Lexington","01550000",24245508,54071,448.4
1999,"Lincoln","01570000",2643620,48614,54.4
1999,"Lincoln-Sudbury","06950000",5235473,52146,100.4
1999,"Littleton","01580000",3972538,41816,95
1999,"Longmeadow","01590000",10538480,45464,231.8
1999,"Lowell","01600000",55702271,48849,1140.3
1999,"Ludlow","01610000",7824165,34774,225
1999,"Lunenburg","01620000",4775870,45847,104.2
1999,"Lynn","01630000",47884941,47519,1007.7
1999,"Lynnfield","01640000",6242747,46588,134
1999,"Malden","01650000",20336969,49005,415
1999,"Manchester","01660000",3538480,48472,73
1999,"Mansfield","01670000",11118025,42146,263.8
1999,"Marblehead","01680000",10247286,48177,212.7
1999,"Marion","01690000",1670654,43965,38
1999,"Marlborough","01700000",14336079,44898,319.3
1999,"Marshfield","01710000",14202069,48838,290.8
1999,"Marthas Vineyard","07000000",2967278,46802,63.4
1999,"Masconomet","07050000",5254916,46586,112.8
1999,"Mashpee","01720000",5837173,40284,144.9
1999,"Mattapoisett","01730000",1792520,47048,38.1
1999,"Maynard","01740000",4526880,37412,121
1999,"Medfield","01750000",7571594,43716,173.2
1999,"Medford","01760000",20452211,39636,516
1999,"Medway","01770000",8058958,47714,168.9
1999,"Melrose","01780000",11261634,46079,244.4
1999,"Mendon-Upton","07100000",5060952,40071,126.3
1999,"Methuen","01810000",16930394,43748,387
1999,"Middleborough","01820000",9121864,42526,214.5
1999,"Middleton","01840000",1875658,32339,58
1999,"Milford","01850000",13847470,44156,313.6
1999,"Millbury","01860000",5772127,50412,114.5
1999,"Millis","01870000",3732679,48102,77.6
1999,"Milton","01890000",11622829,45402,256
1999,"Minuteman Regional Vocational Technical","08300000",5795794,56822,102
1999,"Mohawk Trail","07170000",4835910,36089,134
1999,"Monson","01910000",4066407,44009,92.4
1999,"Montachusett Regional Vocational Technical","08320000",4525379,47938,94.4
1999,"Mount Greylock","07150000",2837223,48850,58.1
1999,"Nahant","01960000",806653,44079,18.3
1999,"Nantucket","01970000",5622834,40249,139.7
1999,"Narragansett","07200000",4079430,39606,103
1999,"Nashoba","07250000",10966804,41683,263.1
1999,"Nashoba Valley Regional Vocational Technical","08520000",2368087,42900,55.2
1999,"Natick","01980000",14876935,48021,309.8
1999,"Nauset","06600000",6171869,44116,139.9
1999,"Needham","01990000",15399913,51749,297.6
1999,"New Bedford","02010000",41647505,42803,973
1999,"New Salem-Wendell","07280000",557950,36659,15.2
1999,"Newburyport","02040000",8090442,39904,202.8
1999,"Newton","02070000",45180069,53075,851.3
1999,"Norfolk","02080000",3231990,44858,72.1
1999,"Norfolk County Agricultural","09150000",1888147,42430,44.5
1999,"North Adams","02090000",7193098,41340,174
1999,"North Andover","02110000",11423685,45823,249.3
1999,"North Attleborough","02120000",12217181,39742,307.4
1999,"North Brookfield","02150000",2592461,41281,62.8
1999,"North Middlesex","07350000",13366813,43091,310.2
1999,"North Reading","02170000",6732772,48788,138
1999,"North Shore","08540000",2180044,44903,48.6
1999,"Northampton","02100000",8692273,34951,248.7
1999,"Northampton-Smith Vocational Agricultural","04060000",2361994,43459,54.4
1999,"Northboro-Southboro","07300000",3770480,47487,79.4
1999,"Northborough","02130000",6193688,46153,134.2
1999,"Northbridge","02140000",6416006,42350,151.5
1999,"Northeast Metropolitan Regional Vocational Technical","08530000",5550515,54417,102
1999,"Northern Berkshire Regional Vocational Technical","08510000",2075340,44921,46.2
1999,"Norton","02180000",7498841,41660,180
1999,"Norwell","02190000",6822544,52360,130.3
1999,"Norwood","02200000",11628928,45390,256.2
1999,"Oak Bluffs","02210000",1653777,40733,40.6
1999,"Old Colony Regional Vocational Technical","08550000",2109888,43059,49
1999,"Old Rochester","07400000",3622338,47351,76.5
1999,"Orange","02230000",2731151,38740,70.5
1999,"Orleans","02240000",1193972,46458,25.7
1999,"Oxford","02260000",5471698,46175,118.5
1999,"Palmer","02270000",5570157,41108,135.5
1999,"Pathfinder Regional Vocational Technical","08600000",3387062,44275,76.5
1999,"Peabody","02290000",18399277,42989,428
1999,"Pelham","02300000",462861,44082,10.5
1999,"Pembroke","02310000",5259404,47468,110.8
1999,"Pentucket","07450000",9712139,36199,268.3
